age,hours_per_week,marital_status,relationship,education,occupation,capital_net,income
48,60,married_civ_spouse,husband,some_college,exec_managerial,0,no
30,40,married_civ_spouse,husband,hs_grad,adm_clerical,0,no
52,43,divorced,not_in_family,hs_grad,adm_clerical,0,no
29,40,married_civ_spouse,husband,hs_grad,craft_repair,0,no
38,50,never_married,not_in_family,bachelors,adm_clerical,0,no
57,50,married_civ_spouse,husband,hs_grad,sales,0,yes
43,40,married_civ_spouse,husband,bachelors,prof_specialty,0,yes
37,40,separated,not_in_family,some_college,adm_clerical,0,no
30,40,married_civ_spouse,husband,hs_grad,craft_repair,0,no
53,48,married_civ_spouse,husband,hs_grad,transport_moving,0,yes
73,37,widowed,not_in_family,hs_grad,other_service,0,no
22,35,never_married,own_child,some_college,craft_repair,0,no
31,45,never_married,not_in_family,hs_grad,sales,0,no
50,35,married_civ_spouse,husband,some_college,craft_repair,0,no
37,37,married_civ_spouse,husband,some_college,adm_clerical,0,no
44,40,divorced,not_in_family,bachelors,protective_serv,0,no
47,45,never_married,unmarried,bachelors,exec_managerial,0,no
27,40,married_civ_spouse,husband,some_college,other_service,0,no
25,40,never_married,not_in_family,hs_grad,tech_support,0,no
20,40,never_married,unmarried,some_college,other_service,0,no
51,40,married_civ_spouse,husband,bachelors,adm_clerical,0,yes
47,35,married_civ_spouse,husband,hs_grad,transport_moving,0,no
42,40,married_civ_spouse,husband,hs_grad,sales,0,no
42,40,divorced,unmarried,assoc_acdm,prof_specialty,0,yes
65,40,married_civ_spouse,husband,hs_grad,tech_support,0,yes
46,40,married_civ_spouse,husband,some_college,transport_moving,0,no
57,40,married_civ_spouse,husband,10th,other_service,0,no
37,45,never_married,not_in_family,bachelors,exec_managerial,0,no
50,40,married_civ_spouse,husband,hs_grad,craft_repair,0,no
58,40,married_civ_spouse,husband,12th,craft_repair,0,no
63,30,widowed,unmarried,1st-4th,other_service,0,no
46,35,married_civ_spouse,husband,masters,prof_specialty,0,no
36,40,married_civ_spouse,husband,hs_grad,handlers_cleaners,0,no
21,57,never_married,not_in_family,some_college,other_service,0,no
41,40,married_civ_spouse,husband,assoc_acdm,tech_support,0,no
44,40,never_married,own_child,some_college,other_service,0,no
22,40,married_civ_spouse,husband,hs_grad,craft_repair,0,no
29,60,never_married,not_in_family,some_college,armed_forces,0,no
29,40,never_married,unmarried,hs_grad,other_service,0,no
58,40,married_civ_spouse,wife,some_college,transport_moving,0,yes
36,50,married_civ_spouse,husband,prof_school,prof_specialty,0,no
30,48,married_civ_spouse,husband,assoc_voc,exec_managerial,0,no
37,43,married_civ_spouse,husband,bachelors,machine_op_inspct,0,yes
29,40,never_married,not_in_family,assoc_voc,machine_op_inspct,0,no
26,40,never_married,own_child,5th-6th,adm_clerical,0,no
43,45,married_civ_spouse,husband,hs_grad,sales,0,no
49,40,married_civ_spouse,wife,hs_grad,craft_repair,0,yes
45,40,married_civ_spouse,husband,bachelors,exec_managerial,0,no
28,40,never_married,not_in_family,bachelors,prof_specialty,0,no
51,40,divorced,unmarried,hs_grad,adm_clerical,0,no
32,50,married_civ_spouse,husband,some_college,handlers_cleaners,0,yes
24,40,never_married,own_child,hs_grad,machine_op_inspct,0,no
35,55,never_married,not_in_family,assoc_acdm,exec_managerial,0,no
41,40,married_civ_spouse,husband,bachelors,prof_specialty,0,yes
48,45,married_civ_spouse,husband,bachelors,craft_repair,0,yes
20,30,never_married,own_child,some_college,adm_clerical,0,no
27,50,never_married,not_in_family,hs_grad,sales,0,yes
39,40,married_civ_spouse,husband,hs_grad,adm_clerical,0,yes
47,40,married_civ_spouse,husband,hs_grad,handlers_cleaners,0,no
52,40,widowed,unmarried,hs_grad,other_service,0,yes
29,40,never_married,unmarried,11th,other_service,0,no
25,40,never_married,other_relative,hs_grad,machine_op_inspct,0,no
20,40,never_married,not_in_family,some_college,machine_op_inspct,0,no
23,35,never_married,not_in_family,hs_grad,machine_op_inspct,0,no
57,60,married_civ_spouse,husband,prof_school,prof_specialty,0,no
51,40,married_civ_spouse,husband,assoc_voc,prof_specialty,0,yes
39,40,never_married,not_in_family,bachelors,prof_specialty,0,no
40,40,married_civ_spouse,husband,hs_grad,exec_managerial,0,yes
38,40,married_civ_spouse,husband,some_college,exec_managerial,0,no
28,40,never_married,unmarried,prof_school,prof_specialty,0,no
57,40,married_spouse_absent,not_in_family,masters,prof_specialty,0,no
47,40,divorced,not_in_family,some_college,adm_clerical,0,no
59,40,never_married,own_child,hs_grad,adm_clerical,0,no
26,40,never_married,not_in_family,hs_grad,sales,0,no
35,40,never_married,own_child,bachelors,adm_clerical,0,no
61,50,married_civ_spouse,husband,bachelors,exec_managerial,0,yes
17,30,never_married,own_child,11th,other_service,0,no
36,60,married_civ_spouse,husband,bachelors,exec_managerial,0,yes
34,50,never_married,not_in_family,some_college,prof_specialty,0,yes
42,40,separated,own_child,hs_grad,sales,0,no
39,40,married_civ_spouse,husband,some_college,craft_repair,0,no
58,40,divorced,not_in_family,5th-6th,machine_op_inspct,0,no
40,55,never_married,other_relative,10th,craft_repair,0,no
31,37,never_married,not_in_family,bachelors,tech_support,0,no
36,50,never_married,not_in_family,hs_grad,sales,0,no
23,40,never_married,own_child,some_college,machine_op_inspct,0,no
33,41,never_married,not_in_family,hs_grad,craft_repair,0,no
52,40,married_civ_spouse,husband,hs_grad,craft_repair,0,yes
51,40,divorced,unmarried,some_college,sales,0,no
31,40,never_married,not_in_family,assoc_voc,exec_managerial,0,no
49,40,divorced,unmarried,hs_grad,exec_managerial,0,no
49,40,married_civ_spouse,wife,hs_grad,machine_op_inspct,0,no
53,40,widowed,not_in_family,some_college,adm_clerical,0,no
20,40,never_married,own_child,10th,handlers_cleaners,0,no
26,40,never_married,own_child,assoc_acdm,other_service,0,no
43,30,never_married,not_in_family,masters,other_service,0,no
46,52,married_civ_spouse,husband,bachelors,sales,0,no
43,35,never_married,not_in_family,assoc_voc,adm_clerical,0,no
41,40,divorced,unmarried,hs_grad,sales,0,no
44,55,married_civ_spouse,husband,hs_grad,transport_moving,0,no
54,40,married_civ_spouse,husband,hs_grad,farming_fishing,0,no
32,40,divorced,unmarried,bachelors,exec_managerial,0,no
25,40,separated,own_child,some_college,adm_clerical,0,no
23,50,never_married,not_in_family,bachelors,sales,0,no
25,45,never_married,not_in_family,bachelors,prof_specialty,0,no
19,50,never_married,own_child,some_college,handlers_cleaners,0,no
37,60,married_civ_spouse,husband,hs_grad,exec_managerial,0,no
45,45,never_married,own_child,some_college,machine_op_inspct,0,no
37,44,never_married,not_in_family,hs_grad,sales,0,no
19,40,never_married,own_child,some_college,handlers_cleaners,0,no
27,40,never_married,not_in_family,bachelors,tech_support,0,no
19,40,never_married,unmarried,hs_grad,adm_clerical,0,no
43,40,never_married,not_in_family,10th,machine_op_inspct,0,no
42,40,never_married,unmarried,10th,transport_moving,0,yes
54,50,married_civ_spouse,husband,masters,sales,0,no
50,60,married_civ_spouse,husband,hs_grad,transport_moving,0,yes
40,40,never_married,not_in_family,hs_grad,adm_clerical,0,no
50,40,divorced,not_in_family,hs_grad,adm_clerical,0,no
31,50,married_civ_spouse,husband,hs_grad,craft_repair,0,no
42,32,divorced,unmarried,hs_grad,other_service,0,no
24,45,married_civ_spouse,husband,hs_grad,other_service,0,yes
30,40,divorced,own_child,11th,sales,0,no
39,50,married_civ_spouse,wife,assoc_acdm,craft_repair,0,yes
37,50,divorced,not_in_family,hs_grad,transport_moving,0,no
33,40,married_civ_spouse,husband,hs_grad,transport_moving,0,no
48,40,widowed,unmarried,hs_grad,other_service,0,no
39,40,married_civ_spouse,husband,bachelors,prof_specialty,0,yes
53,45,married_civ_spouse,husband,some_college,exec_managerial,0,yes
52,60,married_civ_spouse,husband,10th,exec_managerial,0,no
32,52,never_married,not_in_family,hs_grad,other_service,0,no
31,40,married_civ_spouse,wife,bachelors,prof_specialty,0,yes
47,40,never_married,not_in_family,some_college,adm_clerical,0,no
19,50,never_married,own_child,some_college,tech_support,0,no
40,40,married_civ_spouse,husband,assoc_voc,handlers_cleaners,0,no
40,45,never_married,own_child,assoc_acdm,adm_clerical,0,no
41,40,divorced,not_in_family,11th,other_service,0,no
53,40,married_civ_spouse,husband,hs_grad,adm_clerical,0,no
46,43,divorced,unmarried,11th,machine_op_inspct,0,no
19,40,never_married,not_in_family,hs_grad,machine_op_inspct,0,no
49,40,married_civ_spouse,wife,assoc_voc,machine_op_inspct,0,no
59,40,divorced,not_in_family,hs_grad,exec_managerial,0,no
32,50,divorced,not_in_family,assoc_voc,sales,0,yes
35,40,never_married,not_in_family,some_college,protective_serv,0,no
58,40,married_civ_spouse,wife,10th,transport_moving,0,no
28,43,never_married,not_in_family,bachelors,other_service,0,no
36,40,married_civ_spouse,wife,assoc_acdm,adm_clerical,0,yes
41,35,divorced,unmarried,masters,prof_specialty,0,no
47,40,married_civ_spouse,husband,hs_grad,sales,0,yes
36,50,married_civ_spouse,husband,hs_grad,exec_managerial,0,yes
38,40,divorced,not_in_family,assoc_voc,craft_repair,0,no
50,45,married_civ_spouse,husband,assoc_voc,transport_moving,0,no
51,45,married_civ_spouse,husband,some_college,exec_managerial,0,yes
44,50,married_civ_spouse,husband,some_college,exec_managerial,0,yes
25,50,divorced,not_in_family,hs_grad,craft_repair,0,no
60,40,widowed,unmarried,11th,transport_moving,0,no
49,50,married_civ_spouse,husband,masters,exec_managerial,0,yes
46,60,married_civ_spouse,husband,hs_grad,craft_repair,0,yes
56,38,widowed,unmarried,hs_grad,adm_clerical,0,no
22,40,never_married,not_in_family,some_college,transport_moving,0,no
41,60,married_civ_spouse,husband,prof_school,prof_specialty,0,yes
46,40,never_married,not_in_family,10th,machine_op_inspct,0,no
30,40,never_married,not_in_family,some_college,craft_repair,0,yes
39,40,married_civ_spouse,husband,hs_grad,transport_moving,0,yes
40,40,divorced,not_in_family,10th,craft_repair,0,no
70,40,married_civ_spouse,husband,hs_grad,adm_clerical,0,no
24,60,never_married,not_in_family,assoc_voc,protective_serv,0,no
25,40,never_married,own_child,bachelors,prof_specialty,0,no
28,40,never_married,not_in_family,bachelors,prof_specialty,0,no
22,36,never_married,own_child,some_college,handlers_cleaners,0,no
47,38,married_civ_spouse,husband,hs_grad,adm_clerical,0,no
38,48,divorced,unmarried,hs_grad,other_service,0,no
26,40,never_married,own_child,assoc_voc,adm_clerical,0,no
33,35,never_married,not_in_family,some_college,other_service,0,no
43,40,married_spouse_absent,not_in_family,hs_grad,craft_repair,0,no
58,40,married_civ_spouse,husband,assoc_voc,craft_repair,0,yes
43,40,married_civ_spouse,husband,bachelors,prof_specialty,0,yes
57,40,divorced,unmarried,hs_grad,adm_clerical,0,no
37,60,divorced,unmarried,masters,exec_managerial,0,yes
32,48,married_civ_spouse,husband,some_college,sales,0,no
26,41,divorced,not_in_family,hs_grad,exec_managerial,0,no
45,40,married_civ_spouse,husband,hs_grad,adm_clerical,0,yes
27,40,never_married,other_relative,hs_grad,handlers_cleaners,0,no
28,50,married_civ_spouse,husband,11th,craft_repair,0,yes
32,43,divorced,not_in_family,11th,sales,0,yes
36,55,married_civ_spouse,husband,some_college,exec_managerial,0,yes
19,40,never_married,not_in_family,some_college,adm_clerical,0,no
20,45,never_married,not_in_family,some_college,other_service,0,no
60,40,married_civ_spouse,husband,masters,sales,0,no
32,42,married_civ_spouse,husband,assoc_acdm,craft_repair,0,no
58,40,married_civ_spouse,husband,hs_grad,exec_managerial,0,no
42,50,married_civ_spouse,husband,hs_grad,sales,0,no
42,40,married_civ_spouse,husband,some_college,adm_clerical,0,no
25,40,married_spouse_absent,unmarried,some_college,prof_specialty,0,no
37,35,married_civ_spouse,husband,bachelors,prof_specialty,0,yes
66,50,married_civ_spouse,husband,assoc_voc,prof_specialty,0,no
59,40,married_civ_spouse,husband,bachelors,exec_managerial,0,yes
44,40,divorced,not_in_family,bachelors,other_service,0,no
46,58,married_civ_spouse,husband,hs_grad,adm_clerical,0,yes
47,40,married_civ_spouse,husband,bachelors,protective_serv,0,no
47,40,divorced,not_in_family,9th,other_service,0,no
30,40,divorced,unmarried,some_college,exec_managerial,0,no
20,40,never_married,own_child,some_college,farming_fishing,0,no
33,40,divorced,unmarried,hs_grad,other_service,0,no
48,40,married_civ_spouse,husband,hs_grad,machine_op_inspct,0,no
47,40,married_civ_spouse,husband,hs_grad,craft_repair,0,no
40,40,married_civ_spouse,husband,10th,machine_op_inspct,0,yes
48,40,divorced,unmarried,masters,exec_managerial,0,yes
49,42,married_civ_spouse,husband,10th,transport_moving,0,yes
50,40,divorced,not_in_family,some_college,other_service,0,no
30,40,never_married,not_in_family,assoc_acdm,prof_specialty,0,no
34,40,married_civ_spouse,husband,some_college,exec_managerial,0,no
43,40,married_civ_spouse,husband,hs_grad,machine_op_inspct,0,no
22,40,married_civ_spouse,wife,10th,machine_op_inspct,0,no
35,40,separated,not_in_family,hs_grad,other_service,0,no
26,30,divorced,own_child,hs_grad,adm_clerical,0,no
39,40,separated,not_in_family,hs_grad,protective_serv,0,no
59,40,married_civ_spouse,husband,some_college,craft_repair,0,no
69,40,divorced,not_in_family,5th-6th,sales,0,no
27,40,married_civ_spouse,husband,bachelors,craft_repair,0,no
17,30,never_married,own_child,10th,sales,0,no
38,40,married_civ_spouse,husband,bachelors,adm_clerical,0,no
27,40,never_married,unmarried,10th,machine_op_inspct,0,no
23,40,never_married,own_child,hs_grad,adm_clerical,0,no
56,40,divorced,not_in_family,7th-8th,machine_op_inspct,0,no
24,40,never_married,not_in_family,some_college,adm_clerical,0,no
44,40,divorced,unmarried,12th,transport_moving,0,no
23,30,never_married,not_in_family,bachelors,adm_clerical,0,no
41,50,never_married,not_in_family,hs_grad,sales,0,no
45,40,married_civ_spouse,husband,some_college,craft_repair,0,no
51,40,married_civ_spouse,husband,7th-8th,protective_serv,0,no
42,40,separated,other_relative,hs_grad,other_service,0,no
47,35,never_married,not_in_family,some_college,other_service,0,no
29,40,married_civ_spouse,husband,some_college,farming_fishing,0,no
33,40,never_married,not_in_family,11th,other_service,0,no
43,40,married_civ_spouse,husband,bachelors,craft_repair,0,no
19,40,never_married,own_child,bachelors,adm_clerical,0,no
24,30,never_married,own_child,some_college,other_service,0,no
19,40,never_married,own_child,some_college,handlers_cleaners,0,no
52,40,married_civ_spouse,husband,assoc_voc,adm_clerical,0,no
38,52,never_married,not_in_family,hs_grad,farming_fishing,0,no
24,50,never_married,not_in_family,some_college,tech_support,0,no
32,50,never_married,not_in_family,bachelors,prof_specialty,0,no
26,50,married_civ_spouse,husband,hs_grad,sales,0,yes
31,40,never_married,own_child,bachelors,sales,0,no
29,50,married_civ_spouse,husband,bachelors,sales,0,no
48,50,married_civ_spouse,husband,hs_grad,farming_fishing,0,no
40,45,married_civ_spouse,husband,some_college,craft_repair,0,yes
51,45,divorced,unmarried,some_college,exec_managerial,0,no
28,40,divorced,own_child,hs_grad,craft_repair,0,no
23,40,never_married,not_in_family,bachelors,adm_clerical,0,no
26,40,married_civ_spouse,husband,bachelors,prof_specialty,0,no
33,60,never_married,not_in_family,hs_grad,prof_specialty,0,yes
33,60,married_civ_spouse,wife,hs_grad,adm_clerical,0,no
37,40,never_married,not_in_family,bachelors,sales,0,no
19,60,never_married,own_child,11th,machine_op_inspct,0,no
24,50,never_married,not_in_family,bachelors,sales,0,no
30,45,married_civ_spouse,husband,11th,craft_repair,0,no
57,50,divorced,not_in_family,hs_grad,exec_managerial,0,no
57,40,married_civ_spouse,husband,hs_grad,machine_op_inspct,0,yes
46,40,married_civ_spouse,husband,hs_grad,tech_support,0,no
67,35,married_civ_spouse,husband,hs_grad,adm_clerical,0,no
35,40,never_married,unmarried,hs_grad,exec_managerial,0,no
47,40,separated,own_child,hs_grad,craft_repair,0,no
39,40,married_civ_spouse,husband,10th,craft_repair,0,no
50,40,divorced,unmarried,some_college,other_service,0,no
58,52,divorced,not_in_family,12th,sales,0,no
36,30,married_civ_spouse,wife,assoc_acdm,prof_specialty,0,yes
45,36,married_civ_spouse,husband,masters,prof_specialty,0,yes
54,40,married_civ_spouse,husband,hs_grad,machine_op_inspct,0,yes
26,30,never_married,own_child,bachelors,adm_clerical,0,no
60,40,married_civ_spouse,husband,hs_grad,prof_specialty,0,yes
26,35,married_civ_spouse,wife,some_college,exec_managerial,0,no
32,40,never_married,other_relative,11th,craft_repair,0,no
38,40,married_civ_spouse,husband,hs_grad,transport_moving,0,no
37,40,never_married,own_child,hs_grad,other_service,0,no
44,40,married_civ_spouse,husband,some_college,exec_managerial,0,no
31,35,never_married,not_in_family,hs_grad,other_service,0,no
61,35,married_civ_spouse,husband,prof_school,prof_specialty,0,yes
51,40,married_civ_spouse,husband,hs_grad,craft_repair,0,no
40,40,married_civ_spouse,husband,assoc_acdm,adm_clerical,0,yes
27,35,never_married,not_in_family,5th-6th,farming_fishing,0,no
37,40,married_civ_spouse,husband,1st-4th,machine_op_inspct,0,no
57,50,married_civ_spouse,husband,some_college,exec_managerial,0,yes
27,40,divorced,not_in_family,10th,other_service,0,no
34,60,married_civ_spouse,husband,bachelors,prof_specialty,0,yes
52,38,divorced,other_relative,hs_grad,other_service,0,no
42,45,married_civ_spouse,husband,bachelors,prof_specialty,0,yes
33,40,married_civ_spouse,husband,some_college,machine_op_inspct,0,no
30,40,married_civ_spouse,husband,hs_grad,sales,0,no
35,55,married_civ_spouse,husband,bachelors,exec_managerial,0,yes
59,40,divorced,not_in_family,10th,adm_clerical,0,no
36,30,married_civ_spouse,husband,9th,craft_repair,0,no
26,40,never_married,own_child,hs_grad,sales,0,no
34,40,married_civ_spouse,husband,hs_grad,protective_serv,0,no
41,40,married_civ_spouse,husband,hs_grad,craft_repair,0,yes
26,40,separated,unmarried,hs_grad,adm_clerical,0,no
47,48,married_civ_spouse,husband,hs_grad,craft_repair,0,no
44,40,married_civ_spouse,husband,bachelors,exec_managerial,0,yes
43,40,never_married,not_in_family,bachelors,prof_specialty,0,no
62,40,married_civ_spouse,husband,7th-8th,protective_serv,0,no
44,40,married_civ_spouse,husband,hs_grad,handlers_cleaners,0,no
39,40,divorced,unmarried,hs_grad,exec_managerial,0,no
50,60,married_civ_spouse,husband,some_college,sales,0,yes
35,45,never_married,not_in_family,11th,sales,0,no
52,40,married_civ_spouse,husband,hs_grad,adm_clerical,0,no
46,60,married_civ_spouse,husband,prof_school,prof_specialty,0,yes
43,50,never_married,unmarried,some_college,exec_managerial,0,no
47,40,married_civ_spouse,wife,assoc_acdm,adm_clerical,0,yes
43,50,divorced,unmarried,masters,exec_managerial,0,no
64,40,married_civ_spouse,husband,hs_grad,sales,0,yes
24,40,never_married,not_in_family,some_college,craft_repair,0,no
27,50,married_civ_spouse,husband,some_college,craft_repair,0,no
32,40,married_civ_spouse,husband,hs_grad,transport_moving,0,no
26,60,married_civ_spouse,husband,hs_grad,machine_op_inspct,0,no
50,40,married_civ_spouse,wife,hs_grad,machine_op_inspct,0,no
43,45,never_married,not_in_family,hs_grad,other_service,0,no
53,36,divorced,not_in_family,9th,other_service,0,no
44,40,married_civ_spouse,husband,doctorate,prof_specialty,0,yes
25,40,never_married,not_in_family,hs_grad,other_service,0,no
19,50,never_married,own_child,hs_grad,sales,0,no
44,50,married_civ_spouse,husband,some_college,sales,0,no
49,43,married_civ_spouse,wife,hs_grad,exec_managerial,0,no
35,40,married_civ_spouse,husband,some_college,handlers_cleaners,0,no
44,45,divorced,not_in_family,hs_grad,craft_repair,0,no
54,60,married_civ_spouse,husband,masters,prof_specialty,0,no
37,35,divorced,unmarried,some_college,adm_clerical,0,no
24,40,married_civ_spouse,husband,some_college,handlers_cleaners,0,no
29,50,divorced,not_in_family,hs_grad,craft_repair,0,no
22,35,divorced,not_in_family,some_college,handlers_cleaners,0,no
35,40,never_married,not_in_family,hs_grad,machine_op_inspct,0,no
56,48,married_civ_spouse,husband,hs_grad,craft_repair,0,yes
32,40,widowed,not_in_family,7th-8th,machine_op_inspct,0,no
24,45,never_married,not_in_family,bachelors,machine_op_inspct,0,no
47,40,married_civ_spouse,husband,some_college,craft_repair,0,no
49,39,married_civ_spouse,husband,12th,machine_op_inspct,0,no
38,40,married_civ_spouse,husband,bachelors,sales,0,yes
31,40,married_civ_spouse,husband,hs_grad,machine_op_inspct,0,no
39,40,divorced,unmarried,some_college,adm_clerical,0,no
42,40,divorced,not_in_family,bachelors,adm_clerical,0,no
41,45,married_civ_spouse,husband,masters,prof_specialty,0,yes
35,45,married_civ_spouse,husband,bachelors,sales,0,yes
38,45,married_civ_spouse,husband,hs_grad,transport_moving,0,no
31,40,divorced,not_in_family,hs_grad,adm_clerical,0,no
38,48,divorced,not_in_family,bachelors,sales,0,yes
40,42,married_civ_spouse,husband,some_college,exec_managerial,0,yes
21,30,never_married,not_in_family,hs_grad,other_service,0,no
44,40,divorced,not_in_family,some_college,craft_repair,0,no
55,40,married_civ_spouse,husband,hs_grad,craft_repair,0,yes
29,45,divorced,not_in_family,hs_grad,sales,0,no
49,50,married_civ_spouse,wife,masters,prof_specialty,0,yes
31,42,married_civ_spouse,husband,assoc_voc,other_service,0,no
46,40,never_married,not_in_family,some_college,exec_managerial,0,no
26,40,never_married,not_in_family,hs_grad,sales,0,no
35,38,never_married,not_in_family,bachelors,other_service,0,no
27,50,never_married,not_in_family,assoc_voc,sales,0,no
26,40,never_married,other_relative,bachelors,craft_repair,0,no
45,45,divorced,not_in_family,bachelors,other_service,0,yes
30,40,married_civ_spouse,husband,bachelors,adm_clerical,0,yes
45,32,married_civ_spouse,wife,11th,other_service,0,no
50,30,divorced,not_in_family,7th-8th,craft_repair,0,no
38,40,never_married,own_child,bachelors,adm_clerical,0,no
43,60,married_civ_spouse,husband,some_college,craft_repair,0,no
42,55,widowed,not_in_family,some_college,exec_managerial,0,no
32,40,never_married,own_child,bachelors,prof_specialty,0,no
20,40,never_married,not_in_family,hs_grad,adm_clerical,0,no
27,35,never_married,not_in_family,hs_grad,other_service,0,no
45,40,widowed,unmarried,11th,adm_clerical,0,no
40,40,never_married,not_in_family,hs_grad,machine_op_inspct,0,no
38,60,divorced,not_in_family,hs_grad,transport_moving,0,no
37,40,divorced,unmarried,hs_grad,adm_clerical,0,no
60,40,divorced,not_in_family,10th,machine_op_inspct,0,no
53,45,married_civ_spouse,husband,hs_grad,exec_managerial,0,yes
25,40,married_civ_spouse,own_child,bachelors,exec_managerial,0,no
47,60,divorced,not_in_family,bachelors,exec_managerial,0,no
51,40,married_civ_spouse,husband,hs_grad,exec_managerial,0,no
42,50,married_civ_spouse,wife,some_college,prof_specialty,0,yes
65,40,married_civ_spouse,husband,hs_grad,transport_moving,0,no
41,40,divorced,unmarried,bachelors,adm_clerical,0,no
28,45,never_married,own_child,10th,machine_op_inspct,0,no
24,40,never_married,other_relative,hs_grad,handlers_cleaners,0,no
32,40,married_civ_spouse,husband,11th,machine_op_inspct,0,no
29,40,married_spouse_absent,not_in_family,hs_grad,protective_serv,0,no
49,40,married_civ_spouse,wife,hs_grad,other_service,0,yes
31,40,married_civ_spouse,husband,10th,machine_op_inspct,0,no
23,40,married_civ_spouse,husband,11th,machine_op_inspct,0,no
17,30,never_married,own_child,10th,priv_house_serv,0,no
37,40,married_civ_spouse,husband,hs_grad,exec_managerial,0,no
29,40,never_married,own_child,10th,other_service,0,no
39,50,married_civ_spouse,husband,bachelors,exec_managerial,0,yes
35,35,married_civ_spouse,wife,masters,prof_specialty,0,yes
40,40,divorced,unmarried,assoc_acdm,adm_clerical,0,no
66,40,married_spouse_absent,unmarried,5th-6th,handlers_cleaners,0,no
30,40,married_civ_spouse,husband,9th,tech_support,0,no
43,40,divorced,not_in_family,assoc_acdm,craft_repair,0,no
47,50,never_married,unmarried,9th,other_service,0,no
45,40,never_married,not_in_family,masters,adm_clerical,0,no
31,40,married_civ_spouse,husband,some_college,machine_op_inspct,0,no
32,40,never_married,not_in_family,bachelors,adm_clerical,0,no
28,40,married_civ_spouse,husband,assoc_acdm,handlers_cleaners,0,no
50,40,married_civ_spouse,husband,hs_grad,adm_clerical,0,yes
63,40,divorced,not_in_family,7th-8th,sales,0,no
28,40,married_civ_spouse,husband,bachelors,adm_clerical,0,no
38,40,widowed,unmarried,some_college,adm_clerical,0,no
52,38,divorced,not_in_family,hs_grad,other_service,0,no
38,40,married_civ_spouse,husband,prof_school,prof_specialty,0,yes
50,38,never_married,not_in_family,masters,prof_specialty,0,no
59,40,married_civ_spouse,husband,11th,machine_op_inspct,0,no
32,49,married_civ_spouse,husband,hs_grad,sales,0,no
52,38,divorced,unmarried,hs_grad,exec_managerial,0,no
57,60,married_civ_spouse,husband,hs_grad,exec_managerial,0,no
51,56,married_civ_spouse,husband,bachelors,transport_moving,0,yes
22,35,widowed,own_child,11th,sales,0,no
49,40,married_civ_spouse,husband,hs_grad,sales,0,yes
22,40,never_married,own_child,hs_grad,handlers_cleaners,0,no
48,40,divorced,unmarried,hs_grad,craft_repair,0,no
52,40,married_civ_spouse,husband,hs_grad,craft_repair,0,no
43,50,married_civ_spouse,husband,bachelors,adm_clerical,0,yes
25,40,married_civ_spouse,husband,7th-8th,handlers_cleaners,0,no
31,40,never_married,not_in_family,7th-8th,craft_repair,0,no
19,36,never_married,own_child,some_college,sales,0,no
19,45,never_married,own_child,some_college,exec_managerial,0,no
51,40,divorced,unmarried,bachelors,exec_managerial,0,yes
37,35,divorced,unmarried,hs_grad,adm_clerical,0,no
19,30,never_married,own_child,some_college,sales,0,no
45,55,divorced,unmarried,hs_grad,transport_moving,0,no
52,40,widowed,not_in_family,hs_grad,sales,0,no
42,38,divorced,not_in_family,masters,prof_specialty,0,no
56,40,never_married,not_in_family,hs_grad,craft_repair,0,no
23,40,never_married,not_in_family,hs_grad,adm_clerical,0,no
58,40,married_civ_spouse,husband,masters,sales,0,no
70,30,married_civ_spouse,husband,hs_grad,farming_fishing,0,no
30,40,divorced,unmarried,some_college,adm_clerical,0,no
45,40,married_civ_spouse,husband,bachelors,adm_clerical,0,no
23,44,never_married,not_in_family,some_college,craft_repair,0,no
38,40,married_civ_spouse,wife,bachelors,craft_repair,0,no
24,40,married_civ_spouse,husband,assoc_voc,craft_repair,0,no
53,40,never_married,not_in_family,7th-8th,transport_moving,0,no
21,40,never_married,own_child,some_college,other_service,0,no
21,40,never_married,own_child,some_college,other_service,0,no
34,40,never_married,not_in_family,bachelors,prof_specialty,0,no
21,40,married_civ_spouse,husband,hs_grad,handlers_cleaners,0,no
63,30,married_civ_spouse,husband,masters,prof_specialty,0,no
23,36,never_married,own_child,9th,handlers_cleaners,0,no
28,50,divorced,unmarried,bachelors,craft_repair,0,no
29,45,never_married,unmarried,hs_grad,transport_moving,0,no
25,40,never_married,own_child,bachelors,prof_specialty,0,no
44,60,never_married,not_in_family,masters,prof_specialty,0,no
47,35,married_civ_spouse,wife,assoc_acdm,adm_clerical,0,yes
23,40,divorced,not_in_family,hs_grad,sales,0,no
46,40,married_civ_spouse,husband,some_college,machine_op_inspct,0,no
25,40,never_married,other_relative,hs_grad,craft_repair,0,no
38,54,married_civ_spouse,husband,hs_grad,protective_serv,0,yes
36,48,divorced,not_in_family,hs_grad,adm_clerical,0,no
32,45,married_civ_spouse,husband,bachelors,prof_specialty,0,yes
40,40,married_civ_spouse,husband,10th,transport_moving,0,no
31,40,never_married,own_child,hs_grad,adm_clerical,0,no
32,37,never_married,not_in_family,bachelors,adm_clerical,0,no
63,40,married_civ_spouse,husband,some_college,sales,0,yes
44,45,separated,not_in_family,some_college,exec_managerial,0,yes
42,60,married_civ_spouse,husband,bachelors,sales,0,no
23,35,never_married,own_child,bachelors,prof_specialty,0,no
30,45,divorced,not_in_family,some_college,adm_clerical,0,no
24,40,never_married,unmarried,hs_grad,other_service,0,no
42,40,married_civ_spouse,husband,bachelors,tech_support,0,yes
